seqid	source	type	start	end	score	strand	phase	ID	Name	collected-by	culture-collection	gbkey	strain	type-material	gene_biotype	locus_tag	old_locus_tag	Parent	Ontology_term	go_function	go_process	product	protein_id	gene	go_component	anticodon	bound_moiety	regulatory_class	gene_synonym	partial	transl_except	rpt_family	rpt_unit_range	rpt_unit_seq
NZ_CP065640.1	GeneMarkS-2+	CDS	4348135	4348263	.	+	0	cds-WP_255265494.1	WP_255265494.1			CDS				I6G83_RS23660		gene-I6G83_RS23660				hypothetical protein	WP_255265494.1											
NZ_CP065640.1	RefSeq	gene	4348676	4349017	.	-	.	gene-I6G83_RS20475	I6G83_RS20475			Gene			protein_coding	I6G83_RS20475	I6G83_20475																	
NZ_CP065640.1	Protein Homology	CDS	4348676	4349017	.	-	0	cds-WP_054306215.1	WP_054306215.1			CDS				I6G83_RS20475		gene-I6G83_RS20475				YebY family protein	WP_054306215.1											
NZ_CP065640.1	RefSeq	gene	4349086	4349967	.	-	.	gene-I6G83_RS20480	copD			Gene			protein_coding	I6G83_RS20480	I6G83_20480							copD										
NZ_CP065640.1	Protein Homology	CDS	4349086	4349967	.	-	0	cds-WP_054306214.1	WP_054306214.1			CDS				I6G83_RS20480		gene-I6G83_RS20480	GO:0006825,GO:0016020		copper ion transport|0006825||IEA	copper homeostasis membrane protein CopD	WP_054306214.1	copD	membrane|0016020||IEA									
NZ_CP065640.1	RefSeq	gene	4349971	4350354	.	-	.	gene-I6G83_RS20485	yobA			Gene			protein_coding	I6G83_RS20485	I6G83_20485							yobA										
NZ_CP065640.1	Protein Homology	CDS	4349971	4350354	.	-	0	cds-WP_015672698.1	WP_015672698.1			CDS				I6G83_RS20485		gene-I6G83_RS20485	GO:0006825,GO:0005507	copper ion binding|0005507||IEA	copper ion transport|0006825||IEA	CopC domain-containing protein YobA	WP_015672698.1	yobA										
NZ_CP065640.1	RefSeq	gene	4350768	4351289	.	-	.	gene-I6G83_RS20490	ftnA			Gene			protein_coding	I6G83_RS20490	I6G83_20490							ftnA										
NZ_CP065640.1	Protein Homology	CDS	4350768	4351289	.	-	0	cds-WP_015672699.1	WP_015672699.1			CDS				I6G83_RS20490		gene-I6G83_RS20490	GO:0006879,GO:0008199	ferric iron binding|0008199||IEA	intracellular iron ion homeostasis|0006879||IEA	non-heme ferritin	WP_015672699.1	ftnA										
NZ_CP065640.1	RefSeq	gene	4351679	4351909	.	+	.	gene-I6G83_RS20495	I6G83_RS20495			Gene			protein_coding	I6G83_RS20495	I6G83_20495																	
NZ_CP065640.1	Protein Homology	CDS	4351679	4351909	.	+	0	cds-WP_015672700.1	WP_015672700.1			CDS				I6G83_RS20495		gene-I6G83_RS20495				DNA polymerase III subunit theta	WP_015672700.1											
NZ_CP065640.1	RefSeq	gene	4351956	4352915	.	-	.	gene-I6G83_RS20500	pip			Gene			protein_coding	I6G83_RS20500	I6G83_20500							pip										
NZ_CP065640.1	Protein Homology	CDS	4351956	4352915	.	-	0	cds-WP_062778979.1	WP_062778979.1			CDS				I6G83_RS20500		gene-I6G83_RS20500	GO:0030163,GO:0004177	aminopeptidase activity|0004177||IEA	protein catabolic process|0030163||IEA	prolyl aminopeptidase	WP_062778979.1	pip										
NZ_CP065640.1	RefSeq	gene	4353190	4353858	.	+	.	gene-I6G83_RS20505	exoX			Gene			protein_coding	I6G83_RS20505	I6G83_20505							exoX										
NZ_CP065640.1	Protein Homology	CDS	4353190	4353858	.	+	0	cds-WP_054307603.1	WP_054307603.1			CDS				I6G83_RS20505		gene-I6G83_RS20505				exodeoxyribonuclease X	WP_054307603.1	exoX										
NZ_CP065640.1	RefSeq	gene	4353892	4355925	.	-	.	gene-I6G83_RS20510	I6G83_RS20510			Gene			protein_coding	I6G83_RS20510	I6G83_20510																	
NZ_CP065640.1	Protein Homology	CDS	4353892	4355925	.	-	0	cds-WP_054307604.1	WP_054307604.1			CDS				I6G83_RS20510		gene-I6G83_RS20510	GO:0006508,GO:0008236	serine-type peptidase activity|0008236||IEA	proteolysis|0006508||IEA	prolyl oligopeptidase family serine peptidase	WP_054307604.1											
NZ_CP065640.1	RefSeq	gene	4356030	4356683	.	-	.	gene-I6G83_RS20515	I6G83_RS20515			Gene			protein_coding	I6G83_RS20515	I6G83_20515																	
NZ_CP065640.1	Protein Homology	CDS	4356030	4356683	.	-	0	cds-WP_054307605.1	WP_054307605.1			CDS				I6G83_RS20515		gene-I6G83_RS20515				tellurite resistance TerB family protein	WP_054307605.1											
NZ_CP065640.1	RefSeq	gene	4356864	4357229	.	-	.	gene-I6G83_RS20520	yebF			Gene			protein_coding	I6G83_RS20520	I6G83_20520							yebF										
NZ_CP065640.1	Protein Homology	CDS	4356864	4357229	.	-	0	cds-WP_015672705.1	WP_015672705.1			CDS				I6G83_RS20520		gene-I6G83_RS20520				protein YebF	WP_015672705.1	yebF										
NZ_CP065640.1	RefSeq	gene	4357292	4357600	.	-	.	gene-I6G83_RS20525	yqfB			Gene			protein_coding	I6G83_RS20525	I6G83_20525							yqfB										
NZ_CP065640.1	Protein Homology	CDS	4357292	4357600	.	-	0	cds-WP_015672706.1	WP_015672706.1			CDS				I6G83_RS20525		gene-I6G83_RS20525				N(4)-acetylcytidine aminohydrolase	WP_015672706.1	yqfB										
NZ_CP065640.1	RefSeq	gene	4357639	4357959	.	-	.	gene-I6G83_RS20530	I6G83_RS20530			Gene			protein_coding	I6G83_RS20530	I6G83_20530																	
NZ_CP065640.1	Protein Homology	CDS	4357639	4357959	.	-	0	cds-WP_054307606.1	WP_054307606.1			CDS				I6G83_RS20530		gene-I6G83_RS20530				YebG family protein	WP_054307606.1											
NZ_CP065640.1	RefSeq	gene	4358045	4359427	.	-	.	gene-I6G83_RS20535	dbpA			Gene			protein_coding	I6G83_RS20535	I6G83_20535							dbpA										
NZ_CP065640.1	Protein Homology	CDS	4358045	4359427	.	-	0	cds-WP_054307607.1	WP_054307607.1			CDS				I6G83_RS20535		gene-I6G83_RS20535	GO:0003676,GO:0003724,GO:0005524	nucleic acid binding|0003676||IEA,RNA helicase activity|0003724||IEA,ATP binding|0005524||IEA		ATP-dependent RNA helicase DbpA	WP_054307607.1	dbpA										
NZ_CP065640.1	RefSeq	gene	4359602	4359811	.	-	.	gene-I6G83_RS20540	cspC			Gene			protein_coding	I6G83_RS20540	I6G83_20540							cspC										
NZ_CP065640.1	Protein Homology	CDS	4359602	4359811	.	-	0	cds-WP_015672709.1	WP_015672709.1			CDS				I6G83_RS20540		gene-I6G83_RS20540				cold shock-like protein CspC	WP_015672709.1	cspC										
NZ_CP065640.1	RefSeq	gene	4360342	4360854	.	+	.	gene-I6G83_RS20545	I6G83_RS20545			Gene			protein_coding	I6G83_RS20545	I6G83_20545																	
NZ_CP065640.1	Protein Homology	CDS	4360342	4360854	.	+	0	cds-WP_232238930.1	WP_232238930.1			CDS				I6G83_RS20545		gene-I6G83_RS20545				DUF2778 domain-containing protein	WP_232238930.1											
NZ_CP065640.1	RefSeq	gene	4360847	4361101	.	+	.	gene-I6G83_RS20550	I6G83_RS20550			Gene			protein_coding	I6G83_RS20550	I6G83_20550																	
NZ_CP065640.1	GeneMarkS-2+	CDS	4360847	4361101	.	+	0	cds-WP_054307609.1	WP_054307609.1			CDS				I6G83_RS20550		gene-I6G83_RS20550				hypothetical protein	WP_054307609.1											
NZ_CP065640.1	RefSeq	gene	4361317	4362495	.	+	.	gene-I6G83_RS20555	purT			Gene			protein_coding	I6G83_RS20555	I6G83_20555							purT										
NZ_CP065640.1	Protein Homology	CDS	4361317	4362495	.	+	0	cds-WP_054307610.1	WP_054307610.1			CDS				I6G83_RS20555		gene-I6G83_RS20555	GO:0009152,GO:0000287,GO:0004644,GO:0005524	magnesium ion binding|0000287||IEA,phosphoribosylglycinamide formyltransferase activity|0004644||IEA,ATP binding|0005524||IEA	purine ribonucleotide biosynthetic process|0009152||IEA	formate-dependent phosphoribosylglycinamide formyltransferase	WP_054307610.1	purT										
NZ_CP065640.1	RefSeq	gene	4362540	4362785	.	-	.	gene-I6G83_RS20560	I6G83_RS20560			Gene			protein_coding	I6G83_RS20560	I6G83_20560																	
NZ_CP065640.1	Protein Homology	CDS	4362540	4362785	.	-	0	cds-WP_054307611.1	WP_054307611.1			CDS				I6G83_RS20560		gene-I6G83_RS20560				YoaH family protein	WP_054307611.1											
NZ_CP065640.1	RefSeq	gene	4362851	4363855	.	-	.	gene-I6G83_RS20565	I6G83_RS20565			Gene			protein_coding	I6G83_RS20565	I6G83_20565																	
NZ_CP065640.1	Protein Homology	CDS	4362851	4363855	.	-	0	cds-WP_054307612.1	WP_054307612.1			CDS				I6G83_RS20565		gene-I6G83_RS20565				glycosyltransferase	WP_054307612.1											
NZ_CP065640.1	RefSeq	gene	4364155	4365528	.	+	.	gene-I6G83_RS20570	pabB			Gene			protein_coding	I6G83_RS20570	I6G83_20570							pabB										
NZ_CP065640.1	Protein Homology	CDS	4364155	4365528	.	+	0	cds-WP_054307613.1	WP_054307613.1			CDS				I6G83_RS20570		gene-I6G83_RS20570	GO:0009396		folic acid-containing compound biosynthetic process|0009396||IEA	aminodeoxychorismate synthase component 1	WP_054307613.1	pabB										
NZ_CP065640.1	RefSeq	gene	4365525	4366103	.	+	.	gene-I6G83_RS20575	I6G83_RS20575			Gene			protein_coding	I6G83_RS20575	I6G83_20575																	
NZ_CP065640.1	Protein Homology	CDS	4365525	4366103	.	+	0	cds-WP_015672716.1	WP_015672716.1			CDS				I6G83_RS20575		gene-I6G83_RS20575	GO:0000287,GO:0010945	magnesium ion binding|0000287||IEA,coenzyme A diphosphatase activity|0010945||IEA		CoA pyrophosphatase	WP_015672716.1											
NZ_CP065640.1	RefSeq	gene	4366552	4367916	.	+	.	gene-I6G83_RS20580	sdaA			Gene			protein_coding	I6G83_RS20580	I6G83_20580							sdaA										
NZ_CP065640.1	Protein Homology	CDS	4366552	4367916	.	+	0	cds-WP_015672717.1	WP_015672717.1			CDS				I6G83_RS20580		gene-I6G83_RS20580				L-serine ammonia-lyase	WP_015672717.1	sdaA										
NZ_CP065640.1	RefSeq	gene	4368191	4369786	.	+	.	gene-I6G83_RS20585	I6G83_RS20585			Gene			protein_coding	I6G83_RS20585	I6G83_20585																	
NZ_CP065640.1	Protein Homology	CDS	4368191	4369786	.	+	0	cds-WP_054307615.1	WP_054307615.1			CDS				I6G83_RS20585		gene-I6G83_RS20585				EAL domain-containing protein	WP_054307615.1											
NZ_CP065640.1	RefSeq	gene	4369819	4371366	.	-	.	gene-I6G83_RS20590	I6G83_RS20590			Gene			protein_coding	I6G83_RS20590	I6G83_20590																	
NZ_CP065640.1	Protein Homology	CDS	4369819	4371366	.	-	0	cds-WP_054307616.1	WP_054307616.1			CDS				I6G83_RS20590		gene-I6G83_RS20590	GO:0005886			TerC family protein	WP_054307616.1		plasma membrane|0005886||IEA									
NZ_CP065640.1	RefSeq	gene	4371914	4372885	.	+	.	gene-I6G83_RS20595	manX			Gene			protein_coding	I6G83_RS20595	I6G83_20595							manX										
NZ_CP065640.1	Protein Homology	CDS	4371914	4372885	.	+	0	cds-WP_054307617.1	WP_054307617.1			CDS				I6G83_RS20595		gene-I6G83_RS20595	GO:0009401,GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|0008982||IEA	phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA	PTS mannose transporter subunit IIAB	WP_054307617.1	manX										
NZ_CP065640.1	RefSeq	gene	4372940	4373740	.	+	.	gene-I6G83_RS20600	I6G83_RS20600			Gene			protein_coding	I6G83_RS20600	I6G83_20600																	
NZ_CP065640.1	Protein Homology	CDS	4372940	4373740	.	+	0	cds-WP_054307618.1	WP_054307618.1			CDS				I6G83_RS20600		gene-I6G83_RS20600	GO:0009401,GO:0034219,GO:0016020		phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA,carbohydrate transmembrane transport|0034219||IEA	PTS mannose/fructose/sorbose transporter subunit IIC	WP_054307618.1		membrane|0016020||IEA									
NZ_CP065640.1	RefSeq	gene	4373756	4374601	.	+	.	gene-I6G83_RS20605	I6G83_RS20605			Gene			protein_coding	I6G83_RS20605	I6G83_20605																	
NZ_CP065640.1	Protein Homology	CDS	4373756	4374601	.	+	0	cds-WP_015672722.1	WP_015672722.1			CDS				I6G83_RS20605		gene-I6G83_RS20605				PTS mannose transporter subunit IID	WP_015672722.1											
NZ_CP065640.1	RefSeq	gene	4374658	4375128	.	+	.	gene-I6G83_RS20610	I6G83_RS20610			Gene			protein_coding	I6G83_RS20610	I6G83_20610																	
NZ_CP065640.1	Protein Homology	CDS	4374658	4375128	.	+	0	cds-WP_015672723.1	WP_015672723.1			CDS				I6G83_RS20610		gene-I6G83_RS20610				DUF986 family protein	WP_015672723.1											
NZ_CP065640.1	cmsearch	riboswitch	4375334	4375516	.	+	.	id-NZ_CP065640.1:4375334..4375516				regulatory															manganese	riboswitch						
NZ_CP065640.1	RefSeq	gene	4375529	4376098	.	+	.	gene-I6G83_RS20615	mntP			Gene			protein_coding	I6G83_RS20615	I6G83_20615							mntP										
NZ_CP065640.1	Protein Homology	CDS	4375529	4376098	.	+	0	cds-WP_015672724.1	WP_015672724.1			CDS				I6G83_RS20615		gene-I6G83_RS20615				manganese efflux pump MntP	WP_015672724.1	mntP										
NZ_CP065640.1	RefSeq	gene	4376160	4376978	.	-	.	gene-I6G83_RS20620	rlmA			Gene			protein_coding	I6G83_RS20620	I6G83_20620							rlmA										
NZ_CP065640.1	Protein Homology	CDS	4376160	4376978	.	-	0	cds-WP_054307619.1	WP_054307619.1			CDS				I6G83_RS20620		gene-I6G83_RS20620	GO:0008168	methyltransferase activity|0008168||IEA		23S rRNA (guanine(745)-N(1))-methyltransferase	WP_054307619.1	rlmA										
NZ_CP065640.1	RefSeq	gene	4377138	4377851	.	+	.	gene-I6G83_RS20625	I6G83_RS20625			Gene			protein_coding	I6G83_RS20625	I6G83_20625																	
NZ_CP065640.1	Protein Homology	CDS	4377138	4377851	.	+	0	cds-WP_054307620.1	WP_054307620.1			CDS				I6G83_RS20625		gene-I6G83_RS20625				polyphenol oxidase family protein	WP_054307620.1											
NZ_CP065640.1	RefSeq	gene	4377907	4378116	.	-	.	gene-I6G83_RS20630	cspE			Gene			protein_coding	I6G83_RS20630	I6G83_20630							cspE					gicA,msmC					
NZ_CP065640.1	Protein Homology	CDS	4377907	4378116	.	-	0	cds-WP_002221949.1	WP_002221949.1			CDS				I6G83_RS20630		gene-I6G83_RS20630				transcription antiterminator/RNA stability regulator CspE	WP_002221949.1	cspE										
NZ_CP065640.1	RefSeq	gene	4378158	4378277	.	-	.	gene-I6G83_RS20635	I6G83_RS20635			Gene			protein_coding	I6G83_RS20635	I6G83_20635																	
NZ_CP065640.1	Protein Homology	CDS	4378158	4378277	.	-	0	cds-WP_071823832.1	WP_071823832.1			CDS				I6G83_RS20635		gene-I6G83_RS20635				DUF2627 domain-containing protein	WP_071823832.1											
NZ_CP065640.1	RefSeq	gene	4378856	4379875	.	-	.	gene-I6G83_RS20640	I6G83_RS20640			Gene			protein_coding	I6G83_RS20640	I6G83_20640																	
NZ_CP065640.1	Protein Homology	CDS	4378856	4379875	.	-	0	cds-WP_054307261.1	WP_054307261.1			CDS				I6G83_RS20640		gene-I6G83_RS20640				MBL fold metallo-hydrolase	WP_054307261.1											
NZ_CP065640.1	RefSeq	gene	4380063	4380359	.	+	.	gene-I6G83_RS20645	I6G83_RS20645			Gene			protein_coding	I6G83_RS20645	I6G83_20645																	
NZ_CP065640.1	Protein Homology	CDS	4380063	4380359	.	+	0	cds-WP_054307262.1	WP_054307262.1			CDS				I6G83_RS20645		gene-I6G83_RS20645				hypothetical protein	WP_054307262.1											
NZ_CP065640.1	RefSeq	gene	4380396	4381787	.	-	.	gene-I6G83_RS20650	I6G83_RS20650			Gene			protein_coding	I6G83_RS20650	I6G83_20650																	
NZ_CP065640.1	Protein Homology	CDS	4380396	4381787	.	-	0	cds-WP_054307263.1	WP_054307263.1			CDS				I6G83_RS20650		gene-I6G83_RS20650	GO:0055085,GO:0022857,GO:0016020	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA	amino acid permease	WP_054307263.1		membrane|0016020||IEA									
NZ_CP065640.1	RefSeq	gene	4381962	4382198	.	-	.	gene-I6G83_RS20655	I6G83_RS20655			Gene			protein_coding	I6G83_RS20655	I6G83_20655																	
NZ_CP065640.1	Protein Homology	CDS	4381962	4382198	.	-	0	cds-WP_015672733.1	WP_015672733.1			CDS				I6G83_RS20655		gene-I6G83_RS20655				DUF4060 family protein	WP_015672733.1											
NZ_CP065640.1	RefSeq	gene	4382258	4382572	.	-	.	gene-I6G83_RS20660	I6G83_RS20660			Gene			protein_coding	I6G83_RS20660	I6G83_20660																	
NZ_CP065640.1	Protein Homology	CDS	4382258	4382572	.	-	0	cds-WP_054307264.1	WP_054307264.1			CDS				I6G83_RS20660		gene-I6G83_RS20660				phage protein NinX family protein	WP_054307264.1											
NZ_CP065640.1	RefSeq	gene	4382736	4383161	.	+	.	gene-I6G83_RS20665	fos			Gene			protein_coding	I6G83_RS20665	I6G83_20665							fos										
NZ_CP065640.1	Protein Homology	CDS	4382736	4383161	.	+	0	cds-WP_054307265.1	WP_054307265.1			CDS				I6G83_RS20665		gene-I6G83_RS20665	GO:0003824	catalytic activity|0003824||IEA		fosfomycin resistance glutathione transferase	WP_054307265.1	fos										
NZ_CP065640.1	RefSeq	gene	4383220	4383498	.	-	.	gene-I6G83_RS20670	I6G83_RS20670			Gene			protein_coding	I6G83_RS20670	I6G83_20670																	
NZ_CP065640.1	Protein Homology	CDS	4383220	4383498	.	-	0	cds-WP_054307275.1	WP_054307275.1			CDS				I6G83_RS20670		gene-I6G83_RS20670				YebO family protein	WP_054307275.1											
NZ_CP065640.1	RefSeq	gene	4383910	4384143	.	+	.	gene-I6G83_RS20680	I6G83_RS20680			Gene			protein_coding	I6G83_RS20680	I6G83_20680																	
NZ_CP065640.1	Protein Homology	CDS	4383910	4384143	.	+	0	cds-WP_015672737.1	WP_015672737.1			CDS				I6G83_RS20680		gene-I6G83_RS20680				YobH family protein	WP_015672737.1											
NZ_CP065640.1	RefSeq	gene	4384183	4384422	.	-	.	gene-I6G83_RS20685	I6G83_RS20685			Gene			protein_coding	I6G83_RS20685	I6G83_20685																	
NZ_CP065640.1	Protein Homology	CDS	4384183	4384422	.	-	0	cds-WP_015672738.1	WP_015672738.1			CDS				I6G83_RS20685		gene-I6G83_RS20685				DUF2766 family protein	WP_015672738.1											
NZ_CP065640.1	RefSeq	gene	4384600	4384812	.	+	.	gene-I6G83_RS20690	I6G83_RS20690			Gene			protein_coding	I6G83_RS20690	I6G83_20690																	
NZ_CP065640.1	Protein Homology	CDS	4384600	4384812	.	+	0	cds-WP_054307266.1	WP_054307266.1			CDS				I6G83_RS20690		gene-I6G83_RS20690				YccJ family protein	WP_054307266.1											
NZ_CP065640.1	RefSeq	gene	4385238	4385624	.	+	.	gene-I6G83_RS20695	I6G83_RS20695			Gene			protein_coding	I6G83_RS20695	I6G83_20695																	
NZ_CP065640.1	Protein Homology	CDS	4385238	4385624	.	+	0	cds-WP_054307267.1	WP_054307267.1			CDS				I6G83_RS20695		gene-I6G83_RS20695	GO:0006355,GO:0003700,GO:0043565	DNA-binding transcription factor activity|0003700||IEA,sequence-specific DNA binding|0043565||IEA	regulation of DNA-templated transcription|0006355||IEA	helix-turn-helix domain-containing protein	WP_054307267.1											
NZ_CP065640.1	RefSeq	gene	4386470	4386634	.	-	.	gene-I6G83_RS20700	I6G83_RS20700			Gene			protein_coding	I6G83_RS20700	I6G83_20700																	
NZ_CP065640.1	Protein Homology	CDS	4386470	4386634	.	-	0	cds-WP_164844243.1	WP_164844243.1			CDS				I6G83_RS20700		gene-I6G83_RS20700				hypothetical protein	WP_164844243.1											
NZ_CP065640.1	RefSeq	gene	4386659	4386817	.	-	.	gene-I6G83_RS20705	I6G83_RS20705			Gene			protein_coding	I6G83_RS20705	I6G83_20705																	
NZ_CP065640.1	GeneMarkS-2+	CDS	4386659	4386817	.	-	0	cds-WP_164722741.1	WP_164722741.1			CDS				I6G83_RS20705		gene-I6G83_RS20705				hypothetical protein	WP_164722741.1											
NZ_CP065640.1	RefSeq	gene	4387062	4387508	.	-	.	gene-I6G83_RS20710	lysM			Gene			protein_coding	I6G83_RS20710	I6G83_20710							lysM										
NZ_CP065640.1	Protein Homology	CDS	4387062	4387508	.	-	0	cds-WP_054307268.1	WP_054307268.1			CDS				I6G83_RS20710		gene-I6G83_RS20710				peptidoglycan-binding protein LysM	WP_054307268.1	lysM										
NZ_CP065640.1	RefSeq	gene	4387759	4387950	.	+	.	gene-I6G83_RS20715	I6G83_RS20715			Gene			protein_coding	I6G83_RS20715	I6G83_20715																	
NZ_CP065640.1	Protein Homology	CDS	4387759	4387950	.	+	0	cds-WP_054307269.1	WP_054307269.1			CDS				I6G83_RS20715		gene-I6G83_RS20715				YebW family protein	WP_054307269.1											
NZ_CP065640.1	RefSeq	gene	4388014	4389093	.	-	.	gene-I6G83_RS20720	I6G83_RS20720			Gene			protein_coding	I6G83_RS20720	I6G83_20720																	
NZ_CP065640.1	Protein Homology	CDS	4388014	4389093	.	-	0	cds-WP_054307270.1	WP_054307270.1			CDS				I6G83_RS20720		gene-I6G83_RS20720	GO:0015288,GO:0016020	porin activity|0015288||IEA		porin	WP_054307270.1		membrane|0016020||IEA									
NZ_CP065640.1	RefSeq	gene	4389719	4390702	.	-	.	gene-I6G83_RS20725	astE			Gene			protein_coding	I6G83_RS20725	I6G83_20725							astE										
NZ_CP065640.1	Protein Homology	CDS	4389719	4390702	.	-	0	cds-WP_054307271.1	WP_054307271.1			CDS				I6G83_RS20725		gene-I6G83_RS20725	GO:0006527,GO:0009017	succinylglutamate desuccinylase activity|0009017||IEA	arginine catabolic process|0006527||IEA	succinylglutamate desuccinylase	WP_054307271.1	astE										
NZ_CP065640.1	RefSeq	gene	4390737	4392077	.	-	.	gene-I6G83_RS20730	astB			Gene			protein_coding	I6G83_RS20730	I6G83_20730							astB										
NZ_CP065640.1	Protein Homology	CDS	4390737	4392077	.	-	0	cds-WP_054307272.1	WP_054307272.1			CDS				I6G83_RS20730		gene-I6G83_RS20730	GO:0006527,GO:0009015	N-succinylarginine dihydrolase activity|0009015||IEA	arginine catabolic process|0006527||IEA	N-succinylarginine dihydrolase	WP_054307272.1	astB										
NZ_CP065640.1	RefSeq	gene	4392119	4393591	.	-	.	gene-I6G83_RS20735	astD			Gene			protein_coding	I6G83_RS20735	I6G83_20735							astD										
NZ_CP065640.1	Protein Homology	CDS	4392119	4393591	.	-	0	cds-WP_054307273.1	WP_054307273.1			CDS				I6G83_RS20735		gene-I6G83_RS20735	GO:0006527,GO:0016620	oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C NAD or NADP as acceptor|0016620||IEA	arginine catabolic process|0006527||IEA	succinylglutamate-semialdehyde dehydrogenase	WP_054307273.1	astD										
NZ_CP065640.1	RefSeq	gene	4393591	4394625	.	-	.	gene-I6G83_RS20740	astA			Gene			protein_coding	I6G83_RS20740	I6G83_20740							astA										
NZ_CP065640.1	Protein Homology	CDS	4393591	4394625	.	-	0	cds-WP_015672749.1	WP_015672749.1			CDS				I6G83_RS20740		gene-I6G83_RS20740	GO:0006527,GO:0008791	arginine N-succinyltransferase activity|0008791||IEA	arginine catabolic process|0006527||IEA	arginine N-succinyltransferase	WP_015672749.1	astA										
NZ_CP065640.1	RefSeq	gene	4394678	4395892	.	-	.	gene-I6G83_RS20745	I6G83_RS20745			Gene			protein_coding	I6G83_RS20745	I6G83_20745																	
NZ_CP065640.1	Protein Homology	CDS	4394678	4395892	.	-	0	cds-WP_015672750.1	WP_015672750.1			CDS				I6G83_RS20745		gene-I6G83_RS20745				aspartate aminotransferase family protein	WP_015672750.1											
NZ_CP065640.1	RefSeq	gene	4396440	4397858	.	-	.	gene-I6G83_RS20750	I6G83_RS20750			Gene			protein_coding	I6G83_RS20750	I6G83_20750																	
NZ_CP065640.1	Protein Homology	CDS	4396440	4397858	.	-	0	cds-WP_054307274.1	WP_054307274.1			CDS				I6G83_RS20750		gene-I6G83_RS20750	GO:0030170	pyridoxal phosphate binding|0030170||IEA		PLP-dependent aminotransferase family protein	WP_054307274.1											
NZ_CP065640.1	RefSeq	gene	4398089	4399492	.	+	.	gene-I6G83_RS20755	I6G83_RS20755			Gene			protein_coding	I6G83_RS20755	I6G83_20755																	
NZ_CP065640.1	Protein Homology	CDS	4398089	4399492	.	+	0	cds-WP_015672752.1	WP_015672752.1			CDS				I6G83_RS20755		gene-I6G83_RS20755	GO:0019646,GO:0009055,GO:0046872,GO:0016020,GO:0070069	electron transfer activity|0009055||IEA,metal ion binding|0046872||IEA	aerobic electron transport chain|0019646||IEA	cytochrome ubiquinol oxidase subunit I	WP_015672752.1		membrane|0016020||IEA,cytochrome complex|0070069||IEA									
NZ_CP065640.1	RefSeq	gene	4399495	4400502	.	+	.	gene-I6G83_RS20760	cydB			Gene			protein_coding	I6G83_RS20760	I6G83_20760							cydB										
NZ_CP065640.1	Protein Homology	CDS	4399495	4400502	.	+	0	cds-WP_054307361.1	WP_054307361.1			CDS				I6G83_RS20760		gene-I6G83_RS20760	GO:0016682	oxidoreductase activity%2C acting on diphenols and related substances as donors%2C oxygen as acceptor|0016682||IEA		cytochrome d ubiquinol oxidase subunit II	WP_054307361.1	cydB										
NZ_CP065640.1	RefSeq	gene	4400517	4400657	.	+	.	gene-I6G83_RS20765	I6G83_RS20765			Gene			protein_coding	I6G83_RS20765	I6G83_20765																	
NZ_CP065640.1	Protein Homology	CDS	4400517	4400657	.	+	0	cds-WP_071823833.1	WP_071823833.1			CDS				I6G83_RS20765		gene-I6G83_RS20765				DUF2474 domain-containing protein	WP_071823833.1											
NZ_CP065640.1	RefSeq	gene	4400687	4400956	.	-	.	gene-I6G83_RS20770	I6G83_RS20770			Gene			protein_coding	I6G83_RS20770	I6G83_20770																	
NZ_CP065640.1	Protein Homology	CDS	4400687	4400956	.	-	0	cds-WP_054307360.1	WP_054307360.1			CDS				I6G83_RS20770		gene-I6G83_RS20770				hypothetical protein	WP_054307360.1											
NZ_CP065640.1	RefSeq	gene	4400956	4401180	.	-	.	gene-I6G83_RS20775	I6G83_RS20775			Gene			protein_coding	I6G83_RS20775	I6G83_20775																	
NZ_CP065640.1	Protein Homology	CDS	4400956	4401180	.	-	0	cds-WP_015672756.1	WP_015672756.1			CDS				I6G83_RS20775		gene-I6G83_RS20775				hypothetical protein	WP_015672756.1											
NZ_CP065640.1	RefSeq	gene	4401366	4402043	.	-	.	gene-I6G83_RS20780	narI			Gene			protein_coding	I6G83_RS20780	I6G83_20780							narI										
NZ_CP065640.1	Protein Homology	CDS	4401366	4402043	.	-	0	cds-WP_062778904.1	WP_062778904.1			CDS				I6G83_RS20780		gene-I6G83_RS20780	GO:0019645,GO:0008940,GO:0009325	nitrate reductase activity|0008940||IEA	anaerobic electron transport chain|0019645||IEA	respiratory nitrate reductase subunit gamma	WP_062778904.1	narI	nitrate reductase complex|0009325||IEA									
NZ_CP065640.1	RefSeq	gene	4402046	4402771	.	-	.	gene-I6G83_RS20785	narJ			Gene			protein_coding	I6G83_RS20785	I6G83_20785							narJ										
NZ_CP065640.1	Protein Homology	CDS	4402046	4402771	.	-	0	cds-WP_054307526.1	WP_054307526.1			CDS				I6G83_RS20785		gene-I6G83_RS20785	GO:0051131,GO:0051082	unfolded protein binding|0051082||IEA	chaperone-mediated protein complex assembly|0051131||IEA	nitrate reductase molybdenum cofactor assembly chaperone	WP_054307526.1	narJ										
